product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color
"70PUS6724 (65"", Black frame)",TVs,700.0,0,124.0,Philips,8.5 out of 10,94,11.30.2020,black
"6-Series R648 (8K) (55"", Red frame)",TVs,999.0,392,498.0,TCL,8.25 out of 10,412,11.12.2024,red
Flashback 8 (Gray),Gaming Consoles,59.99,93,373.0,Atari,8.5 out of 10,284,7.8.2025,gray
Saturn (Yellow),Gaming Consoles,150.0,0,928.0,Sega,7.5 out of 10,756,2.5.2020,yellow
Greyleigh Coffee Table (Brown),Furniture,250.0,0,784.0,Wayfair,8.45 out of 10,626,4.24.2022,brown
"iPad Pro 11 (2018) (1TB, Blue)",Tablets,999.0,35,606.0,Apple,8.7 out of 10,496,2.21.2025,blue
"Court Victory Skirt (Gray, XS)",Clothing,60.0,76,55.0,Nike,8.5 out of 10,44,7.27.2020,gray
"Sport Earbuds (Wired, Purple)",Headphones,49.99,453,685.0,Bose,8.75 out of 10,551,9.13.2022,red
"RC Elite (Orange, EU 46)",Shoes,225.0,0,998.0,New Balance,8.75 out of 10,796,8.11.2024,orange
"VivoBook S15 (512GB, Red)",Laptops,749.0,316,774.0,Asus,8.3 out of 10,634,5.29.2023,red
Enchantimals Doll (Green),Toys,9.99,0,317.0,Mattel,8.25 out of 10,249,2.13.2020,green
Lancehead TE (Blue),Mice,79.99,254,717.0,Razer,8.5 out of 10,586,8.16.2025,blue
Lynx (Yellow),Gaming Consoles,150.0,408,595.0,Atari,7.5 out of 10,471,9.5.2022,yellow
"Yoga 9i (1TB, Purple)",Laptops,1600.0,0,272.0,Lenovo,8.5 out of 10,235,4.18.2024,purple
Transformers Bumblebee (Purple),Toys,24.99,95,34.0,Hasbro,8.5 out of 10,27,1.4.2024,purple
"iPad Air (2019) (256GB, Orange)",Tablets,549.0,24,52.0,Apple,8.7 out of 10,43,1.24.2021,orange
"MacBook Pro 13 (2020) (128GB, Purple)",Laptops,1299.0,270,651.0,Apple,8.5 out of 10,493,12.21.2022,purple
Hatchimals CollEGGtibles (Blue),Toys,9.99,423,368.0,Spin Master,8.2 out of 10,288,5.28.2024,blue
Baby-G BA110 (White),Watches,120.0,327,498.0,Casio,8.5 out of 10,406,12.24.2024,white
Wireless Mobile Mouse 1850 (White),Mice,14.99,231,243.0,Microsoft,8.5 out of 10,188,12.2.2025,white
Wireless Keyboard 900 (Orange),Keyboards,49.99,0,884.0,Microsoft,,701,12.5.2020,orange
"Floatride Run (Gray, EU 46)",Shoes,130.0,0,549.0,Reebok,8.45 out of 10,433,11.9.2020,gray
"Air Max 270 (Gray, EU 39)",Shoes,150.0,176,912.0,Nike,8.75 out of 10,709,12.25.2020,gray
Duo Crisp + Air Fryer (Brown),Kitchen,169.0,0,894.0,Instant Pot,8.75 out of 10,715,12.22.2021,brown
Magic Trackpad (Green),Mice,129.0,230,249.0,Apple,9.2 out of 10,201,8.31.2022,green
Kinect (Gray),Gaming Consoles,99.99,324,167.0,Microsoft,7.85 out of 10,126,10.31.2023,gray
"Pro HyperWarm Top (Yellow, S)",Clothing,75.0,244,960.0,Nike,8.5 out of 10,774,12.13.2024,yellow
"MacBook Pro 16 (2021) (64GB, Green)",Laptops,4099.0,0,659.0,Apple,9.5 out of 10,530,7.15.2021,green
"P20 (256GB, Blue)",Smartphones,399.0,324,180.0,Huawei,8.2 out of 10,151,8.2.2024,blue
"Galaxy Tab S6 (512GB, Gray)",Tablets,729.99,34,786.0,Samsung,8.7 out of 10,633,8.22.2025,gray
"Instapump Fury (Black, EU 46)",Shoes,180.0,0,379.0,Reebok,8.5 out of 10,314,8.10.2023,black
"Galaxy S10 (512GB, Orange)",Smartphones,749.0,0,897.0,Samsung,8.5 out of 10,730,11.23.2022,orange
"QNED MiniLED 90 (55"", Black frame)",TVs,999.99,443,895.0,LG,8.75 out of 10,705,12.14.2020,black
Alenya Sofa (Green),Furniture,550.0,144,906.0,Ashley Furniture,8.25 out of 10,756,5.15.2022,green
"Inspiron 14 5000 (256GB, Gray)",Laptops,599.0,0,65.0,Dell,8.5 out of 10,52,12.29.2025,gray
"Yoga Smart Tab (1TB, Purple)",Tablets,299.99,433,782.0,Lenovo,8.5 out of 10,612,1.21.2021,purple
"Q950TS 8K QLED (55"", White frame)",TVs,2499.0,0,821.0,Samsung,8.5 out of 10,653,6.18.2023,white
"Galaxy S22 (1TB, Red)",Smartphones,1199.0,0,461.0,Samsung,8.75 out of 10,380,2.11.2022,red
"Rox Wireless (Wireless, White)",Headphones,99.99,0,612.0,Jabra,8.5 out of 10,509,9.10.2022,white
Cardinal Games Chess (White),Toys,20.0,41,836.0,Spin Master,8.5 out of 10,664,1.11.2020,white
"Essentials Hoodie (White, S)",Clothing,70.0,211,763.0,Adidas,8.5 out of 10,601,10.2.2021,white
Ebern Designs Convertible Sofa (Black),Furniture,320.0,171,945.0,Wayfair,7.8 out of 10,754,4.1.2020,black
G-Shock DW5600 (Green),Watches,99.0,0,133.0,Casio,8.75 out of 10,99,9.5.2020,green
"ThinkPad X12 Detachable (512GB, White)",Tablets,1400.0,254,91.0,Lenovo,8.2 out of 10,75,9.27.2025,white
Pro Type Ultra (Brown),Keyboards,199.99,0,335.0,Razer,8.75 out of 10,256,7.29.2021,brown
"Surface Pro 7 (1TB, Gray)",Tablets,1599.0,0,524.0,Microsoft,8.5 out of 10,413,2.6.2021,gray
Huntsman Mini (Yellow),Keyboards,129.99,382,243.0,Razer,8.5 out of 10,201,7.24.2025,yellow
"QuietComfort 45 (Wired, Orange)",Headphones,329.0,317,373.0,Bose,8.9 out of 10,306,8.23.2023,red
"QN85A Neo QLED (55"", Black frame)",TVs,1399.0,68,521.0,Samsung,9.25 out of 10,425,4.21.2024,black
One-Touch Tea Maker (Red),Kitchen,250.0,251,368.0,Breville,8.75 out of 10,295,10.6.2025,red
"75R635 (75"", Brown frame)",TVs,1899.0,156,979.0,TCL,8.75 out of 10,786,1.28.2023,brown
Duo Nova (Black),Kitchen,99.99,130,394.0,Instant Pot,8.75 out of 10,304,3.25.2023,black
One-Touch Tea Maker (Blue),Kitchen,229.95,out of stock,127.0,Breville,8.75 out of 10,105,2.24.2021,blue
MX Master 2S (White),Mice,99.99,311,921.0,Logitech,9.25 out of 10,725,6.18.2023,white
"Beats Studio3 (Wireless, Green)",Headphones,349.95,278,924.0,Apple,8.25 out of 10,766,1.3.2025,green
Lark Manor End Table (Black),Furniture,120.0,15,887.0,Wayfair,8.5 out of 10,737,10.13.2023,black
"Sherpa Trucker Jacket (Green, M)",Clothing,98.0,447,713.0,Levi's,8.75 out of 10,575,7.26.2021,green
"Mi 11 (1TB, Gray)",Smartphones,799.0,329,261.0,Xiaomi,8.75 out of 10,216,8.12.2020,gray
"501 Original Jeans (Purple, XXL)",Clothing,69.5,137,944.0,Levi's,8.75 out of 10,754,6.27.2025,purple
K100 RGB (Blue),Keyboards,229.99,0,162.0,Corsair,9.2 out of 10,129,3.6.2022,blue
Watch Series 2 (Purple),Watches,249.0,141,51.0,Apple,8.75 out of 10,41,7.27.2021,purple
"Elite 75t (Wired, Red)",Headphones,110.0,21,109.0,Jabra,8.5 out of 10,88,10.1.2021,red
"8 (1TB, White)",Smartphones,899.0,244,419.0,OnePlus,8.5 out of 10,355,12.17.2025,white
"Cortez (Black, EU 40)",Shoes,90.0,0,206.0,Nike,8.75 out of 10,174,4.5.2025,black
Galaxy Watch Active2 (Yellow),Watches,249.99,0,911.0,Samsung,8.75 out of 10,747,8.18.2024,yellow
Architecture Statue of Liberty (21042) (Purple),Toys,129.99,70,32.0,LEGO,8.75 out of 10,23,9.4.2020,purple
Sensei 310 (Green),Mice,49.99,0,927.0,SteelSeries,8.75 out of 10,742,6.23.2023,green
"Samba (White, EU 46)",Shoes,100.0,9,244.0,Adidas,8.5 out of 10,198,11.25.2023,white
Pictionary (Brown),Toys,20.0,175,103.0,Mattel,8.5 out of 10,80,10.5.2022,brown
Vivoactive 4 (Green),Watches,249.99,0,414.0,Garmin,8.5 out of 10,335,12.29.2021,green
"FuelCell Rebel (Green, EU 40)",Shoes,130.0,148,657.0,New Balance,8.25 out of 10,529,1.15.2023,green
PlayStation 5 (Blue),Gaming Consoles,499.0,0,35.0,Sony,9.5 out of 10,27,3.6.2020,blue
"Ignite Limitless (Gray, EU 42)",Shoes,90.0,486,751.0,Puma,,598,10.22.2020,gray
"P40 Pro (512GB, Brown)",Smartphones,1099.0,0,723.0,Huawei,8.5 out of 10,591,7.6.2024,brown
"Omen 15 (512GB, Yellow)",Laptops,1150.0,0,562.0,HP,8.75 out of 10,443,5.9.2023,yellow
Atheris (Orange),Mice,49.99,0,671.0,Razer,8.75 out of 10,538,8.27.2025,orange
Magic Trackpad (2021) (Purple),Mice,129.0,0,681.0,Apple,8.7 out of 10,540,9.17.2021,purple
Rival 600 (Green),Mice,79.99,0,4.0,SteelSeries,9.25 out of 10,3,9.16.2022,green
K400 Plus (Brown),Keyboards,29.99,328,172.0,Logitech,8.5 out of 10,139,4.28.2024,brown
"ROG Zephyrus G14 (256GB, Purple)",Laptops,1200.0,498,451.0,Asus,8.75 out of 10,363,3.3.2025,purple
"ProBook 450 G7 (1TB, Yellow)",Laptops,950.0,391,444.0,HP,8 out of 10,354,6.15.2023,yellow
"Tab P12 Pro (512GB, Orange)",Tablets,900.0,0,889.0,Lenovo,8.5 out of 10,710,7.13.2023,orange
"Bravia X950H (75"", Purple frame)",TVs,2500.0,out of stock,111.0,Sony,9 out of 10,90,6.4.2025,purple
Orchard Hills TV Stand (Black),Furniture,150.0,96,6.0,Sauder,8.4 out of 10,4,10.5.2020,black
Charge 4 (Purple),Watches,129.95,372,854.0,Fitbit,8.5 out of 10,681,10.27.2020,purple
"574 (Orange, EU 40)",Shoes,90.0,488,499.0,New Balance,8.5 out of 10,415,4.21.2025,orange
"ENVY 13 (256GB, Purple)",Laptops,949.99,450,790.0,HP,8.75 out of 10,635,3.25.2025,purple
"65S535 (55"", Gray frame)",TVs,500.0,0,687.0,TCL,8.5 out of 10,534,7.28.2021,gray
"UHD UM7300 (65"", Yellow frame)",TVs,799.0,0,555.0,LG,8.5 out of 10,427,10.13.2020,yellow
Galaxy Watch 3 (Purple),Watches,250.0,71,963.0,Samsung,8.5 out of 10,766,9.29.2025,purple
GameCube (White),Gaming Consoles,150.0,0,658.0,Nintendo,8.5 out of 10,530,10.4.2024,white
K95 RGB Platinum (Red),Keyboards,199.99,53,928.0,Corsair,9.2 out of 10,755,11.20.2023,red
The Bambino Plus (Purple),Kitchen,499.95,0,823.0,Breville,8.75 out of 10,658,2.6.2024,purple
Game Gear (White),Gaming Consoles,150.0,45,855.0,Sega,8.5 out of 10,714,9.22.2022,white
"Surface Go (1TB, Blue)",Tablets,999.0,344,493.0,Microsoft,8.25 out of 10,405,12.30.2025,blue
"Bravia A90J (55"", Brown frame)",TVs,1999.0,92,280.0,Sony,9.2 out of 10,220,10.12.2025,brown
"511 Slim Jeans (Orange, XS)",Clothing,69.5,0,88.0,Levi's,8.75 out of 10,65,10.25.2021,orange
"Beats Solo3 (Wired, Gray)",Headphones,99.99,357,830.0,Apple,8.5 out of 10,682,8.7.2022,red
"WF-1000XM4 (Wired, Orange)",Headphones,279.99,0,853.0,Sony,9.2 out of 10,686,1.25.2021,red
Edifice EFR-S107D (Green),Watches,130.0,0,804.0,Casio,8.2 out of 10,634,9.9.2022,green
Star Wars Millennium Falcon (75192) (Blue),Toys,849.99,78,277.0,LEGO,9.6 out of 10,220,10.27.2022,blue
"WF-C500 (Wired, Blue)",Headphones,49.99,0,781.0,Sony,8.2 out of 10,614,2.17.2022,red
Lynx (Brown),Gaming Consoles,130.0,115,610.0,Atari,7.5 out of 10,477,10.2.2022,brown
"Omen 15 (64GB, Green)",Laptops,1800.0,0,782.0,HP,8.75 out of 10,619,2.22.2024,green
"P20 Pro (64GB, White)",Smartphones,300.0,482,489.0,Huawei,8.2 out of 10,399,12.16.2024,white
Little People Caring for Animals Farm (Blue),Toys,49.99,475,965.0,Fisher-Price,9.2 out of 10,753,9.5.2020,blue
"RS-X3 (Orange, EU 42)",Shoes,110.0,0,368.0,Puma,8.5 out of 10,284,5.19.2025,orange
PlayStation 3 (White),Gaming Consoles,150.0,141,966.0,Sony,7.5 out of 10,769,12.9.2022,white
Magic Mouse (Black),Mice,99.0,0,247.0,Apple,8.5 out of 10,198,12.7.2021,black
KSB1570ER 5-Speed Blender (Black),Kitchen,99.99,0,811.0,KitchenAid,,650,4.9.2023,black
"Yoga 9i (256GB, Red)",Laptops,1199.99,474,516.0,Lenovo,8.75 out of 10,416,2.15.2021,red
Architecture Statue of Liberty (21042) (White),Toys,119.99,13,401.0,LEGO,8.75 out of 10,310,10.2.2024,white
"NanoCell 90 (43"", White frame)",TVs,599.0,out of stock,724.0,LG,8.3 out of 10,575,5.18.2021,white
"55PUS8804 (50"", Yellow frame)",TVs,850.0,411,390.0,Philips,8.25 out of 10,311,5.3.2022,yellow
MX Anywhere 2S (Blue),Mice,59.99,257,181.0,Logitech,8.5 out of 10,133,7.7.2021,blue
Magic Mouse (Late 2022) (Black),Mice,99.0,227,782.0,Apple,8.75 out of 10,626,2.8.2020,black
Versa 2 (Green),Watches,149.95,0,334.0,Fitbit,8.5 out of 10,258,2.6.2022,green
Switch Lite (Black),Gaming Consoles,199.99,15,46.0,Nintendo,8.75 out of 10,38,10.25.2022,black
Ideas Tree House (21318) (Black),Toys,249.99,443,70.0,LEGO,9.5 out of 10,60,9.5.2022,black
"Cali (Red, EU 46)",Shoes,80.0,31,454.0,Puma,8.45 out of 10,362,3.8.2021,red
Rubik's Cube (Gray),Toys,14.99,22,151.0,Spin Master,7.85 out of 10,117,10.1.2024,gray
"HD 560S (Wired, Orange)",Headphones,199.95,0,485.0,Sennheiser,8.75 out of 10,392,6.5.2021,red
Infant to Toddler Rocker (Yellow),Toys,44.99,0,73.0,Fisher-Price,9.2 out of 10,63,4.20.2025,yellow
Basilisk V3 (Purple),Mice,69.99,0,7.0,Razer,8.75 out of 10,6,12.16.2025,purple
"Bravia X85J (75"", Purple frame)",TVs,1499.0,0,682.0,Sony,8.75 out of 10,568,11.4.2021,purple
"Clyde (Purple, EU 39)",Shoes,90.0,189,185.0,Puma,8.75 out of 10,143,2.19.2022,purple
G903 Lightspeed (Blue),Mice,99.99,1,526.0,Logitech,9.2 out of 10,419,10.3.2021,blue
Cottage Road Coffee Table (Blue),Furniture,180.0,324,335.0,Sauder,8.5 out of 10,284,7.27.2024,blue
"Clyde (Black, EU 42)",Shoes,90.0,0,464.0,Puma,8.5 out of 10,365,7.13.2021,black
"Galaxy Tab A7 (128GB, Green)",Tablets,249.99,0,580.0,Samsung,8.5 out of 10,461,8.14.2021,green
"Clyde (Green, EU 44)",Shoes,90.0,0,698.0,Puma,8.5 out of 10,575,7.20.2023,green
Marathon M705 (Black),Mice,29.99,433,260.0,Logitech,9 out of 10,212,5.8.2024,black
Setu Chair (Purple),Furniture,850.0,170,320.0,Herman Miller,9.25 out of 10,245,7.11.2023,purple
Wireless Keyboard 900 (Yellow),Keyboards,49.99,31,461.0,Microsoft,8.75 out of 10,367,2.6.2024,yellow
"AirPods Pro (2nd generation) (Wireless, Green)",Headphones,249.0,428,881.0,Apple,8.75 out of 10,719,9.29.2020,green
"10 Pro (128GB, Green)",Smartphones,699.0,0,266.0,OnePlus,8.75 out of 10,217,1.8.2020,green
"iPad Pro 12.9 (2021) (1TB, Blue)",Tablets,1799.0,0,798.0,Apple,9.2 out of 10,615,1.7.2025,blue
SNES (Brown),Gaming Consoles,120.0,132,516.0,Nintendo,9.5 out of 10,420,7.31.2021,brown
"MacBook Pro 14 (2023) (128GB, Purple)",Laptops,1999.0,out of stock,19.0,Apple,9.2 out of 10,13,4.27.2021,purple
"iPad Air (2020) (1TB, Gray)",Tablets,899.0,out of stock,34.0,Apple,9.2 out of 10,30,8.10.2021,gray
MARQ Athlete (Green),Watches,1500.0,0,238.0,Garmin,8.75 out of 10,192,1.17.2024,green
"Superstar (White, EU 38)",Shoes,85.0,0,540.0,Adidas,8.75 out of 10,432,4.22.2023,white
"501 Shorts (Red, XS)",Clothing,44.99,198,380.0,Levi's,8.75 out of 10,294,6.13.2020,red
Shoal Creek Dresser (Red),Furniture,259.99,169,224.0,Sauder,8.5 out of 10,189,10.28.2023,red
"AirPods Pro (2nd generation) (Wired, Green)",Headphones,249.0,274,836.0,Apple,9.2 out of 10,689,8.5.2021,red
Forerunner 945 (White),Watches,599.99,118,6.0,Garmin,,,10.30.2025,white
"Zig Kinetica (Black, EU 40)",Shoes,120.0,406,973.0,Reebok,8.5 out of 10,805,10.30.2023,black
PlayStation Classic (Yellow),Gaming Consoles,70.0,0,713.0,Sony,7.5 out of 10,573,12.4.2024,yellow
G903 Lightspeed (Brown),Mice,129.99,0,36.0,Logitech,9.1 out of 10,30,9.6.2025,brown
"HD 560S (Wireless, Orange)",Headphones,220.0,0,886.0,Sennheiser,8.7 out of 10,700,10.8.2022,orange
Transformers Bumblebee (Gray),Toys,24.99,381,430.0,Hasbro,8.75 out of 10,339,7.31.2023,gray
"Workout Plus (Gray, EU 38)",Shoes,80.0,266,549.0,Reebok,8.5 out of 10,434,12.25.2022,gray
Switch (Gray),Gaming Consoles,299.99,0,958.0,Nintendo,9.25 out of 10,750,9.22.2022,gray
Foodi Multi-Cooker (Brown),Kitchen,179.0,492,19.0,Ninja,9.2 out of 10,15,3.22.2025,brown
Ninjago City (70620) (White),Toys,299.99,186,410.0,LEGO,9.2 out of 10,332,12.16.2024,white
"8-Series Q825 (65"", Brown frame)",TVs,1299.99,123,44.0,TCL,,37,12.30.2025,brown
"70PUS8505 (55"", White frame)",TVs,800.0,335,901.0,Philips,8.3 out of 10,714,4.23.2024,white
"55PUS7956/12 (55"", Orange frame)",TVs,600.0,435,755.0,Philips,7.8 out of 10,606,3.4.2022,orange
"Basket (Orange, EU 46)",Shoes,90.0,413,877.0,Puma,8.75 out of 10,713,2.29.2024,orange
Operation (White),Toys,20.0,42,483.0,Hasbro,8.75 out of 10,379,11.27.2023,white
Baby-G BA110 (Orange),Watches,99.0,0,322.0,Casio,8.25 out of 10,254,10.21.2025,orange
"AirPods (1st generation) (Wireless, Brown)",Headphones,99.0,422,32.0,Apple,8.5 out of 10,26,7.3.2020,brown
Magic Trackpad (White),Mice,129.0,0,137.0,Apple,9.3 out of 10,115,8.31.2021,white
"7T (128GB, Brown)",Smartphones,399.0,319,159.0,OnePlus,8.5 out of 10,137,11.7.2024,brown
"MacBook Air M1 (2020) (256GB, Purple)",Laptops,999.0,0,629.0,Apple,9.25 out of 10,530,8.20.2024,purple
"ThinkPad X1 Carbon (7th Gen) (64GB, Purple)",Laptops,1800.0,245,767.0,Lenovo,8.75 out of 10,601,11.17.2022,purple
Xbox One (Blue),Gaming Consoles,300.0,0,76.0,Microsoft,8.75 out of 10,65,3.3.2021,blue
Magic Trackpad (Late 2022) (White),Mice,129.0,0,952.0,Apple,8.75 out of 10,770,7.7.2021,white
"Beats Studio3 (Wireless, Gray)",Headphones,349.95,300,312.0,Apple,8.25 out of 10,253,9.11.2024,gray
Air Hogs Super Soft (Brown),Toys,29.99,0,871.0,Spin Master,8.5 out of 10,689,12.13.2020,brown
"Galaxy Tab S6 (128GB, Red)",Tablets,550.0,0,376.0,Samsung,8.5 out of 10,305,8.13.2025,red
G810 Orion Spectrum (Blue),Keyboards,99.99,451,729.0,Logitech,,571,7.21.2022,blue
"Pavilion 15 (128GB, Black)",Laptops,550.0,212,331.0,HP,8.25 out of 10,264,9.23.2024,black
Sensei 310 (Purple),Mice,69.99,162,970.0,SteelSeries,8.75 out of 10,758,4.29.2023,purple
"Galaxy Z Flip (128GB, Black)",Smartphones,999.0,449,894.0,Samsung,8.5 out of 10,722,1.28.2021,black
5-Shelf Bookcase (Orange),Furniture,150.0,0,142.0,Sauder,8.2 out of 10,114,8.5.2025,orange
G-Shock GA2100 (Purple),Watches,120.0,447,469.0,Casio,8.75 out of 10,386,4.13.2024,purple
"Own the Run Tee (Purple, S)",Clothing,35.0,0,161.0,Adidas,8.75 out of 10,121,2.8.2025,purple
"iPhone 11 (1TB, Orange)",Smartphones,,290,826.0,Apple,8.5 out of 10,666,1.23.2025,orange
"Real Madrid Home Jersey (Green, M)",Clothing,90.0,19,34.0,Adidas,8.7 out of 10,29,7.28.2025,green
"Tiro 21 Track Pants (Black, L)",Clothing,50.0,398,172.0,Adidas,,135,3.27.2021,black
"Mate 20 (1TB, Gray)",Smartphones,899.0,178,244.0,Huawei,8.5 out of 10,201,7.9.2023,gray
"Galaxy S9 (512GB, Yellow)",Smartphones,299.0,66,792.0,Samsung,8.5 out of 10,652,10.17.2025,yellow
Forerunner 245 (Blue),Watches,299.99,0,523.0,Garmin,8.9 out of 10,411,1.12.2025,blue
VCS (2021) (Gray),Gaming Consoles,299.0,88,322.0,Atari,7.5 out of 10,247,10.10.2021,gray
Barbie Doll (Purple),Toys,24.99,395,313.0,Mattel,8.75 out of 10,247,10.8.2023,purple
"ZBook Firefly 14 (64GB, Brown)",Laptops,2500.0,114,709.0,HP,8.5 out of 10,584,10.29.2021,brown
Duo Crisp + Air Fryer (Red),Kitchen,199.95,124,406.0,Instant Pot,9.25 out of 10,332,2.9.2025,red
"OLED C1 (65"", Purple frame)",TVs,1899.0,368,74.0,LG,9.25 out of 10,60,11.18.2021,purple
"5T (256GB, Blue)",Smartphones,499.0,0,628.0,OnePlus,8.75 out of 10,485,5.27.2022,blue
"ZenBook 14 UX425 (128GB, Black)",Laptops,799.0,36,583.0,Asus,8.75 out of 10,469,10.11.2020,black
Magic Mouse 2 (Yellow),Mice,79.0,0,704.0,Apple,8.5 out of 10,567,10.6.2021,yellow
"Bravia X95J (43"", Yellow frame)",TVs,1299.99,0,240.0,Sony,8.75 out of 10,195,11.14.2025,yellow
"Spectre x360 13 (256GB, Gray)",Laptops,999.99,177,265.0,HP,8.75 out of 10,204,7.19.2020,gray
K95 RGB Platinum (Black),Keyboards,199.99,0,485.0,Corsair,9.2 out of 10,393,10.29.2023,black
Versa (Black),Watches,129.95,200,969.0,Fitbit,8.5 out of 10,789,4.20.2024,black
K55 RGB (Yellow),Keyboards,59.99,206,590.0,Corsair,8.25 out of 10,460,3.3.2024,yellow
Charge 4 (Brown),Watches,129.95,490,901.0,Fitbit,8.5 out of 10,728,4.7.2023,brown
Rival 710 (Black),Mice,99.99,295,767.0,SteelSeries,8.75 out of 10,598,7.8.2023,black
"Surface Pro 6 (256GB, Orange)",Tablets,1100.0,84,313.0,Microsoft,8.5 out of 10,245,5.18.2025,orange
"iPhone 7 (64GB, Gray)",Smartphones,150.0,345,841.0,Apple,7.5 out of 10,652,9.17.2023,gray
PSX (Purple),Gaming Consoles,150.0,0,175.0,Sony,8.45 out of 10,134,1.13.2022,purple
"ENVY 15 (1TB, White)",Laptops,1200.0,491,532.0,HP,8.75 out of 10,421,7.12.2025,white
"Alphabounce (Brown, EU 38)",Shoes,120.0,0,913.0,Adidas,8.75 out of 10,732,4.30.2025,brown
"Powerbeats Pro (Wired, White)",Headphones,249.95,0,963.0,Apple,8.4 out of 10,770,10.21.2025,red
Gear Fit2 Pro (Green),Watches,130.0,71,466.0,Samsung,8.35 out of 10,365,3.23.2023,green
"MacBook Pro 13 (2022) (64GB, White)",Laptops,1999.0,412,351.0,Apple,8.75 out of 10,277,3.7.2022,white
"Powerbeats Pro (Wireless, Blue)",Headphones,199.95,6,978.0,Apple,8.75 out of 10,787,3.2.2022,blue
Xbox One X (Blue),Gaming Consoles,349.99,0,307.0,Microsoft,8.5 out of 10,258,2.29.2024,blue
Barbie Doll (Yellow),Toys,19.99,0,585.0,Mattel,,464,2.1.2020,yellow
"MacBook Pro 13 (2020) (1TB, Green)",Laptops,1799.0,389,249.0,Apple,9.1 out of 10,204,6.24.2025,green
"QLED Q60T (75"", Brown frame)",TVs,1500.0,0,23.0,Samsung,8.7 out of 10,19,1.15.2022,brown
Flashback 8 (Green),Gaming Consoles,49.99,0,773.0,Atari,7.5 out of 10,635,10.16.2024,green
G613 Wireless (Yellow),Keyboards,70.0,190,974.0,Logitech,8.5 out of 10,789,3.23.2021,yellow
"513 Slim Straight (Purple, S)",Clothing,69.99,342,486.0,Levi's,8.55 out of 10,395,9.9.2022,purple
Xbox One (Red),Gaming Consoles,299.0,376,311.0,Microsoft,8.75 out of 10,251,12.16.2022,red
Creator Expert Taj Mahal (10256) (Green),Toys,369.99,0,716.0,LEGO,9.25 out of 10,587,9.25.2025,green
Connect 4 (White),Toys,15.99,54,561.0,Hasbro,8.75 out of 10,456,10.8.2024,white
G810 Orion Spectrum (Yellow),Keyboards,129.99,0,624.0,Logitech,8.75 out of 10,518,10.25.2025,yellow
"AU8000 (50"", Black frame)",TVs,450.0,44,837.0,Samsung,8.75 out of 10,660,3.2.2023,black
"Sportswear Club Hoodie (Red, XS)",Clothing,50.0,251,570.0,Nike,8.75 out of 10,466,10.27.2021,red
Galaxy Watch 4 (Black),Watches,199.0,298,515.0,Samsung,,421,12.20.2022,black
"Instapump Fury (Orange, EU 46)",Shoes,180.0,63,420.0,Reebok,8.5 out of 10,338,9.30.2020,orange
"Vanish Woven Pants (Brown, M)",Clothing,65.0,67,904.0,Under Armour,8.5 out of 10,713,10.6.2025,brown
Galaxy Watch 3 (Gray),Watches,249.99,170,427.0,Samsung,8.75 out of 10,351,7.23.2024,gray
Sayl Chair (White),Furniture,625.0,390,424.0,Herman Miller,9.25 out of 10,331,8.27.2023,white
"MacBook Pro 14 (2021) (512GB, Purple)",Laptops,1999.0,200,46.0,Apple,9.4 out of 10,38,12.27.2025,purple
"HD 560S (Wired, Gray)",Headphones,199.0,425,713.0,Sennheiser,8.75 out of 10,577,6.4.2024,red
Pro Trek PRG-600 (Red),Watches,320.0,433,478.0,Casio,8.75 out of 10,375,5.12.2021,red
"Sleepbuds II (Wired, White)",Headphones,249.0,386,935.0,Bose,8.7 out of 10,759,5.18.2021,red
Ultra 10-in-1 (Orange),Kitchen,149.99,0,614.0,Instant Pot,8.75 out of 10,512,8.28.2022,orange
Tech Deck (Gray),Toys,10.99,421,190.0,Spin Master,8.75 out of 10,148,3.15.2021,gray
"Mi 10 (256GB, Orange)",Smartphones,499.0,240,787.0,Xiaomi,8.45 out of 10,613,3.15.2024,orange
"iPhone 6 (1TB, White)",Smartphones,200.0,109,593.0,Apple,8.5 out of 10,457,2.15.2023,white
Computer Desk (Yellow),Furniture,150.0,379,26.0,Sauder,7.8 out of 10,19,2.12.2025,yellow
"Surface Pro 7+ (1TB, Brown)",Tablets,2299.0,102,654.0,Microsoft,8.5 out of 10,543,12.1.2024,brown
Etch A Sketch (Black),Toys,14.99,0,239.0,Spin Master,8.5 out of 10,192,10.14.2024,black
Mistana Armchair (Blue),Furniture,250.0,0,245.0,Wayfair,8.5 out of 10,199,1.5.2024,blue
